Treatment	Plot	Rep	Month	Year	Phylum	LogCopyNumber	SoilMoisture	SoilMoisturePlot
2	5	1	1	1	Alphaproteobacteria	8.534061373	27.11666667	30.3
2	5	1	1	1	Alphaproteobacteria	8.513262086	27.11666667	30.3
2	5	2	1	1	Alphaproteobacteria	8.031907161	27.11666667	28.4
2	5	2	1	1	Alphaproteobacteria	8.049735121	27.11666667	28.4
2	5	2	1	1	Alphaproteobacteria	8.025964507	27.11666667	28.4
2	1	1	2	2	Alphaproteobacteria	9.030272931	16.65	16.1
2	1	1	2	2	Alphaproteobacteria	9.068900178	16.65	16.1
2	1	1	2	2	Alphaproteobacteria	9.062957525	16.65	16.1
2	1	2	2	2	Alphaproteobacteria	8.979760377	16.65	17.1
2	1	2	2	2	Alphaproteobacteria	8.964903744	16.65	17.1
2	1	2	2	2	Alphaproteobacteria	8.89656323	16.65	17.1
2	2	1	2	2	Alphaproteobacteria	8.679656381	16.65	17.8
2	2	1	2	2	Alphaproteobacteria	8.688570361	16.65	17.8
2	2	1	2	2	Alphaproteobacteria	8.679656381	16.65	17.8
2	2	2	2	2	Alphaproteobacteria	8.171559516	16.65	16.1
2	2	2	2	2	Alphaproteobacteria	8.150760229	16.65	16.1
2	2	2	2	2	Alphaproteobacteria	8.106190328	16.65	16.1
2	3	1	2	2	Alphaproteobacteria	9.083756812	16.65	14.6
2	3	1	2	2	Alphaproteobacteria	9.104556099	16.65	14.6
2	3	1	2	2	Alphaproteobacteria	9.036215584	16.65	14.6
2	3	2	2	2	Alphaproteobacteria	8.843079349	16.65	16.5
2	3	2	2	2	Alphaproteobacteria	8.869821289	16.65	16.5
2	3	2	2	2	Alphaproteobacteria	8.774738835	16.65	16.5
2	4	1	2	2	Alphaproteobacteria	7.999222567	16.65	19.8
2	4	1	2	2	Alphaproteobacteria	7.999222567	16.65	19.8
2	4	1	2	2	Alphaproteobacteria	7.93385338	16.65	19.8
2	4	2	2	2	Alphaproteobacteria	8.034878487	16.65	14.2
2	4	2	2	2	Alphaproteobacteria	8.028935834	16.65	14.2
2	4	2	2	2	Alphaproteobacteria	7.97842328	16.65	14.2
2	5	1	2	2	Alphaproteobacteria	8.082419715	16.65	16.7
2	5	1	2	2	Alphaproteobacteria	8.183444822	16.65	16.7
2	5	1	2	2	Alphaproteobacteria	8.109161655	16.65	16.7
2	5	2	2	2	Alphaproteobacteria	8.418179631	16.65	15.7
2	5	2	2	2	Alphaproteobacteria	8.433036265	16.65	15.7
2	5	2	2	2	Alphaproteobacteria	8.349839117	16.65	15.7
2	1	1	1	2	Alphaproteobacteria	8.955989764	25.93333333	25.4
2	1	1	1	2	Alphaproteobacteria	8.991645684	25.93333333	25.4
2	1	1	1	2	Alphaproteobacteria	9.012444971	25.93333333	25.4
2	1	2	1	2	Alphaproteobacteria	9.057014871	25.93333333	22.6
2	1	2	1	2	Alphaproteobacteria	9.057014871	25.93333333	22.6
2	1	2	1	2	Alphaproteobacteria	9.057014871	25.93333333	22.6
2	2	1	1	2	Alphaproteobacteria	8.32012585	25.93333333	23.1
2	2	1	1	2	Alphaproteobacteria	8.349839117	25.93333333	23.1
2	2	1	1	2	Alphaproteobacteria	8.376581058	25.93333333	23.1
2	2	2	1	2	Alphaproteobacteria	8.373609731	25.93333333	23.6
2	2	2	1	2	Alphaproteobacteria	8.391437691	25.93333333	23.6
2	2	2	1	2	Alphaproteobacteria	8.385495038	25.93333333	23.6
2	3	1	1	2	Alphaproteobacteria	8.56377464	25.93333333	23.3
2	3	1	1	2	Alphaproteobacteria	8.649943114	25.93333333	23.3
2	3	1	1	2	Alphaproteobacteria	8.632115154	25.93333333	23.3
2	3	2	1	2	Alphaproteobacteria	8.468692185	25.93333333	24.4
2	3	2	1	2	Alphaproteobacteria	8.55486066	25.93333333	24.4
2	3	2	1	2	Alphaproteobacteria	8.537032699	25.93333333	24.4
2	4	1	1	2	Alphaproteobacteria	7.449527128	25.93333333	20.7
2	4	1	1	2	Alphaproteobacteria	7.399014574	25.93333333	20.7
2	4	1	1	2	Alphaproteobacteria	7.410899881	25.93333333	20.7
2	4	2	1	2	Alphaproteobacteria	6.950344243	25.93333333	17.6
2	4	2	1	2	Alphaproteobacteria	6.994914143	25.93333333	17.6
2	4	2	1	2	Alphaproteobacteria	6.99788547	25.93333333	17.6
2	5	1	1	2	Alphaproteobacteria	8.926276497	25.93333333	20.1
2	5	1	1	2	Alphaproteobacteria	8.985703031	25.93333333	20.1
2	5	1	1	2	Alphaproteobacteria	9.015416298	25.93333333	20.1
2	5	2	1	2	Alphaproteobacteria	9.030272931	25.93333333	19.6
2	5	2	1	2	Alphaproteobacteria	9.006502318	25.93333333	19.6
2	5	2	1	2	Alphaproteobacteria	9.036215584	25.93333333	19.6
2	1	1	2	3	Alphaproteobacteria	8.780681489	16.825	NA
2	1	1	2	3	Alphaproteobacteria	8.789595469	16.825	NA
2	1	1	2	3	Alphaproteobacteria	8.753939548	16.825	NA
2	1	2	2	3	Alphaproteobacteria	8.872792616	16.825	NA
2	1	2	2	3	Alphaproteobacteria	8.911419863	16.825	NA
2	1	2	2	3	Alphaproteobacteria	8.807423429	16.825	NA
2	2	1	2	3	Alphaproteobacteria	8.670742401	16.825	17.9
2	2	1	2	3	Alphaproteobacteria	8.673713727	16.825	17.9
2	2	1	2	3	Alphaproteobacteria	8.670742401	16.825	17.9
2	2	2	2	3	Alphaproteobacteria	8.513262086	16.825	16.4
2	2	2	2	3	Alphaproteobacteria	8.548918006	16.825	16.4
2	2	2	2	3	Alphaproteobacteria	8.436007592	16.825	16.4
2	3	1	2	3	Alphaproteobacteria	8.658857094	16.825	19.1
2	3	1	2	3	Alphaproteobacteria	8.682627708	16.825	19.1
2	3	1	2	3	Alphaproteobacteria	8.664799747	16.825	19.1
2	3	2	2	3	Alphaproteobacteria	8.893591903	16.825	13.9
2	3	2	2	3	Alphaproteobacteria	8.89656323	16.825	13.9
2	3	2	2	3	Alphaproteobacteria	8.88764925	16.825	13.9
2	4	1	2	3	Alphaproteobacteria	8.406294325	16.825	NA
2	4	1	2	3	Alphaproteobacteria	8.370638404	16.825	NA
2	4	1	2	3	Alphaproteobacteria	8.400351671	16.825	NA
2	4	2	2	3	Alphaproteobacteria	8.724226281	16.825	NA
2	4	2	2	3	Alphaproteobacteria	8.742054241	16.825	NA
2	4	2	2	3	Alphaproteobacteria	8.682627708	16.825	NA
2	5	1	2	3	Alphaproteobacteria	8.005165221	16.825	NA
2	5	1	2	3	Alphaproteobacteria	8.014079201	16.825	NA
2	5	1	2	3	Alphaproteobacteria	7.990308587	16.825	NA
2	5	2	2	3	Alphaproteobacteria	8.483548819	16.825	NA
2	5	2	2	3	Alphaproteobacteria	8.501376779	16.825	NA
2	5	2	2	3	Alphaproteobacteria	NA	16.825	NA
1	1	1	1	1	Crenarcheota	3.929698404	26.76666667	28.6
1	1	1	1	1	Crenarcheota	3.973127362	26.76666667	28.6
1	1	1	1	1	Crenarcheota	3.949000163	26.76666667	28.6
1	1	2	1	1	Crenarcheota	3.753569855	26.76666667	25.4
1	1	2	1	1	Crenarcheota	3.66912466	26.76666667	25.4
1	1	2	1	1	Crenarcheota	3.724617216	26.76666667	25.4
1	2	1	1	1	Crenarcheota	5.727174699	26.76666667	26.7
1	2	1	1	1	Crenarcheota	5.792318136	26.76666667	26.7
1	2	1	1	1	Crenarcheota	5.780254536	26.76666667	26.7
1	2	2	1	1	Crenarcheota	5.705460221	26.76666667	27.5
1	2	2	1	1	Crenarcheota	5.729587419	26.76666667	27.5
1	2	2	1	1	Crenarcheota	5.748889178	26.76666667	27.5
1	3	1	1	1	Crenarcheota	4.098588795	26.76666667	26.1
1	3	1	1	1	Crenarcheota	4.151668631	26.76666667	26.1
1	3	1	1	1	Crenarcheota	4.096176075	26.76666667	26.1
1	3	2	1	1	Crenarcheota	3.944174724	26.76666667	28.8
1	3	2	1	1	Crenarcheota	3.941762004	26.76666667	28.8
1	3	2	1	1	Crenarcheota	4.031032639	26.76666667	28.8
1	4	1	1	1	Crenarcheota	3.905571206	26.76666667	22.5
1	4	1	1	1	Crenarcheota	3.985190961	26.76666667	22.5
1	4	1	1	1	Crenarcheota	4.209573908	26.76666667	22.5
1	4	2	1	1	Crenarcheota	3.727029936	26.76666667	22.3
1	4	2	1	1	Crenarcheota	3.782522493	26.76666667	22.3
1	4	2	1	1	Crenarcheota	3.572615865	26.76666667	22.3
1	5	1	1	1	Crenarcheota	4.786213954	26.76666667	30
1	5	1	1	1	Crenarcheota	5.227741689	26.76666667	30
1	5	1	1	1	Crenarcheota	NA	26.76666667	30
1	5	2	1	1	Crenarcheota	5.517268072	26.76666667	30.1
1	5	2	1	1	Crenarcheota	5.526918951	26.76666667	30.1
1	5	2	1	1	Crenarcheota	5.55345887	26.76666667	30.1
1	1	1	2	2	Crenarcheota	NA	19.58333333	25.4
1	1	1	2	2	Crenarcheota	NA	19.58333333	25.4
1	1	1	2	2	Crenarcheota	NA	19.58333333	25.4
1	1	2	2	2	Crenarcheota	NA	19.58333333	24.3
1	1	2	2	2	Crenarcheota	NA	19.58333333	24.3
1	1	2	2	2	Crenarcheota	NA	19.58333333	24.3
1	2	1	2	2	Crenarcheota	4.882722749	19.58333333	19.5
1	2	1	2	2	Crenarcheota	4.85859555	19.58333333	19.5
1	2	1	2	2	Crenarcheota	4.85618283	19.58333333	19.5
1	2	2	2	2	Crenarcheota	5.03231138	19.58333333	20.9
1	2	2	2	2	Crenarcheota	5.054025859	19.58333333	20.9
1	2	2	2	2	Crenarcheota	4.955104345	19.58333333	20.9
1	3	1	2	2	Crenarcheota	5.751301898	19.58333333	17.5
1	3	1	2	2	Crenarcheota	5.763365497	19.58333333	17.5
1	3	1	2	2	Crenarcheota	5.760952778	19.58333333	17.5
1	3	2	2	2	Crenarcheota	5.55104615	19.58333333	20.9
1	3	2	2	2	Crenarcheota	5.524506231	19.58333333	20.9
1	3	2	2	2	Crenarcheota	5.54863343	19.58333333	20.9
1	4	1	2	2	Crenarcheota	4.51598933	19.58333333	13.6
1	4	1	2	2	Crenarcheota	4.52805293	19.58333333	13.6
1	4	1	2	2	Crenarcheota	4.535291089	19.58333333	13.6
1	4	2	2	2	Crenarcheota	4.501513011	19.58333333	14.3
1	4	2	2	2	Crenarcheota	4.631799883	19.58333333	14.3
1	4	2	2	2	Crenarcheota	4.414655096	19.58333333	14.3
1	5	1	2	2	Crenarcheota	3.922460245	19.58333333	22
1	5	1	2	2	Crenarcheota	3.920047525	19.58333333	22
1	5	1	2	2	Crenarcheota	3.83560233	19.58333333	22
1	5	2	2	2	Crenarcheota	3.768046174	19.58333333	20.9
1	5	2	2	2	Crenarcheota	3.806649692	19.58333333	20.9
1	5	2	2	2	Crenarcheota	3.712553617	19.58333333	20.9
1	1	1	1	2	Crenarcheota	NA	26.3	24.7
1	1	1	1	2	Crenarcheota	NA	26.3	24.7
1	1	1	1	2	Crenarcheota	NA	26.3	24.7
1	1	2	1	2	Crenarcheota	NA	26.3	23.4
1	1	2	1	2	Crenarcheota	NA	26.3	23.4
1	1	2	1	2	Crenarcheota	NA	26.3	23.4
1	2	1	1	2	Crenarcheota	5.19878905	26.3	22
1	2	1	1	2	Crenarcheota	5.21326537	26.3	22
1	2	1	1	2	Crenarcheota	5.37974304	26.3	22
1	2	2	1	2	Crenarcheota	5.044374979	26.3	27.3
1	2	2	1	2	Crenarcheota	5.155360093	26.3	27.3
1	2	2	1	2	Crenarcheota	5.116756575	26.3	27.3
1	3	1	1	2	Crenarcheota	5.850223412	26.3	26.8
1	3	1	1	2	Crenarcheota	5.912954129	26.3	26.8
1	3	1	1	2	Crenarcheota	5.941906767	26.3	26.8
1	3	2	1	2	Crenarcheota	5.809207175	26.3	25.1
1	3	2	1	2	Crenarcheota	5.88882693	26.3	25.1
1	3	2	1	2	Crenarcheota	5.920192288	26.3	25.1
1	4	1	1	2	Crenarcheota	4.607672685	26.3	18.1
1	4	1	1	2	Crenarcheota	4.69211788	26.3	18.1
1	4	1	1	2	Crenarcheota	4.682467	26.3	18.1
1	4	2	1	2	Crenarcheota	4.733134118	26.3	17.6
1	4	2	1	2	Crenarcheota	4.803102993	26.3	17.6
1	4	2	1	2	Crenarcheota	4.810341153	26.3	17.6
1	5	1	1	2	Crenarcheota	4.240939266	26.3	21.9
1	5	1	1	2	Crenarcheota	4.255415585	26.3	21.9
1	5	1	1	2	Crenarcheota	4.286780944	26.3	21.9
1	5	2	1	2	Crenarcheota	4.462909493	26.3	22.2
1	5	2	1	2	Crenarcheota	4.557005568	26.3	22.2
1	5	2	1	2	Crenarcheota	4.51840205	26.3	22.2
1	1	1	2	3	Crenarcheota	NA	17.73333333	NA
1	1	1	2	3	Crenarcheota	NA	17.73333333	NA
1	1	1	2	3	Crenarcheota	NA	17.73333333	NA
1	1	2	2	3	Crenarcheota	NA	17.73333333	NA
1	1	2	2	3	Crenarcheota	NA	17.73333333	NA
1	1	2	2	3	Crenarcheota	NA	17.73333333	NA
1	2	1	2	3	Crenarcheota	5.145709213	17.73333333	20.7
1	2	1	2	3	Crenarcheota	5.123994735	17.73333333	20.7
1	2	1	2	3	Crenarcheota	5.165010972	17.73333333	20.7
1	2	2	2	3	Crenarcheota	4.85859555	17.73333333	20.5
1	2	2	2	3	Crenarcheota	4.829642912	17.73333333	20.5
1	2	2	2	3	Crenarcheota	4.747610437	17.73333333	20.5
1	3	1	2	3	Crenarcheota	4.294019103	17.73333333	19.2
1	3	1	2	3	Crenarcheota	4.400178777	17.73333333	19.2
1	3	1	2	3	Crenarcheota	4.3543371	17.73333333	19.2
1	3	2	2	3	Crenarcheota	4.385702458	17.73333333	20.6
1	3	2	2	3	Crenarcheota	4.303669983	17.73333333	20.6
1	3	2	2	3	Crenarcheota	4.337448061	17.73333333	20.6
1	4	1	2	3	Crenarcheota	5.244630728	17.73333333	NA
1	4	1	2	3	Crenarcheota	5.244630728	17.73333333	NA
1	4	1	2	3	Crenarcheota	5.136058334	17.73333333	NA
1	4	2	2	3	Crenarcheota	4.742784997	17.73333333	15.9
1	4	2	2	3	Crenarcheota	4.798277554	17.73333333	15.9
1	4	2	2	3	Crenarcheota	4.718657798	17.73333333	15.9
1	5	1	2	3	Crenarcheota	4.441195015	17.73333333	NA
1	5	1	2	3	Crenarcheota	4.380877018	17.73333333	NA
1	5	1	2	3	Crenarcheota	4.395353337	17.73333333	NA
1	5	2	2	3	Crenarcheota	4.735546837	17.73333333	NA
1	5	2	2	3	Crenarcheota	4.663165242	17.73333333	NA
1	5	2	2	3	Crenarcheota	4.602847245	17.73333333	NA
2	1	1	1	1	Crenarcheota	3.65706106	27.11666667	30.1
2	1	1	1	1	Crenarcheota	3.729442656	27.11666667	30.1
2	1	1	1	1	Crenarcheota	4.069636156	27.11666667	30.1
2	1	2	1	1	Crenarcheota	5.015422341	27.11666667	27.6
2	1	2	1	1	Crenarcheota	4.793452114	27.11666667	27.6
2	1	2	1	1	Crenarcheota	5.0347241	27.11666667	27.6
2	2	1	1	1	Crenarcheota	5.534157111	27.11666667	25.1
2	2	1	1	1	Crenarcheota	5.563109749	27.11666667	25.1
2	2	1	1	1	Crenarcheota	5.596887827	27.11666667	25.1
2	2	2	1	1	Crenarcheota	5.111931135	27.11666667	23.1
2	2	2	1	1	Crenarcheota	5.165010972	27.11666667	23.1
2	2	2	1	1	Crenarcheota	5.162598252	27.11666667	23.1
2	3	1	1	1	Crenarcheota	5.21326537	27.11666667	24.7
2	3	1	1	1	Crenarcheota	5.300123284	27.11666667	24.7
2	3	1	1	1	Crenarcheota	5.336314082	27.11666667	24.7
2	3	2	1	1	Crenarcheota	5.160185533	27.11666667	27.4
2	3	2	1	1	Crenarcheota	5.172249132	27.11666667	27.4
2	3	2	1	1	Crenarcheota	5.070914898	27.11666667	27.4
2	4	1	1	1	Crenarcheota	4.51357661	27.11666667	25.8
2	4	1	1	1	Crenarcheota	4.750023157	27.11666667	25.8
2	4	1	1	1	Crenarcheota	4.590783646	27.11666667	25.8
2	4	2	1	1	Crenarcheota	4.880310029	27.11666667	21.2
2	4	2	1	1	Crenarcheota	4.87065915	27.11666667	21.2
2	4	2	1	1	Crenarcheota	4.882722749	27.11666667	21.2
2	5	1	1	1	Crenarcheota	3.809062412	27.11666667	30.3
2	5	1	1	1	Crenarcheota	3.929698404	27.11666667	30.3
2	5	1	1	1	Crenarcheota	4.00690544	27.11666667	30.3
2	5	2	1	1	Crenarcheota	4.412242376	27.11666667	28.4
2	5	2	1	1	Crenarcheota	4.424305976	27.11666667	28.4
2	5	2	1	1	Crenarcheota	4.397766057	27.11666667	28.4
2	1	1	2	2	Crenarcheota	5.662031263	16.65	16.1
2	1	1	2	2	Crenarcheota	5.608951426	16.65	16.1
2	1	1	2	2	Crenarcheota	5.572760629	16.65	16.1
2	1	2	2	2	Crenarcheota	5.746476458	16.65	17.1
2	1	2	2	2	Crenarcheota	5.570347909	16.65	17.1
2	1	2	2	2	Crenarcheota	5.476251834	16.65	17.1
2	2	1	2	2	Crenarcheota	5.350790401	16.65	17.8
2	2	1	2	2	Crenarcheota	5.237392568	16.65	17.8
2	2	1	2	2	Crenarcheota	5.490728153	16.65	17.8
2	2	2	2	2	Crenarcheota	4.889960908	16.65	16.1
2	2	2	2	2	Crenarcheota	4.887548189	16.65	16.1
2	2	2	2	2	Crenarcheota	5.054025859	16.65	16.1
2	3	1	2	2	Crenarcheota	5.471426394	16.65	14.6
2	3	1	2	2	Crenarcheota	5.485902714	16.65	14.6
2	3	1	2	2	Crenarcheota	5.485902714	16.65	14.6
2	3	2	2	2	Crenarcheota	5.239805288	16.65	16.5
2	3	2	2	2	Crenarcheota	5.261519767	16.65	16.5
2	3	2	2	2	Crenarcheota	5.225328969	16.65	16.5
2	4	1	2	2	Crenarcheota	4.132366873	16.65	19.8
2	4	1	2	2	Crenarcheota	4.021381759	16.65	19.8
2	4	1	2	2	Crenarcheota	4.033445358	16.65	19.8
2	4	2	2	2	Crenarcheota	4.226462947	16.65	14.2
2	4	2	2	2	Crenarcheota	4.115477834	16.65	14.2
2	4	2	2	2	Crenarcheota	4.187859429	16.65	14.2
2	5	1	2	2	Crenarcheota	3.958651043	16.65	16.7
2	5	1	2	2	Crenarcheota	3.949000163	16.65	16.7
2	5	1	2	2	Crenarcheota	3.932111124	16.65	16.7
2	5	2	2	2	Crenarcheota	4.303669983	16.65	15.7
2	5	2	2	2	Crenarcheota	4.368813419	16.65	15.7
2	5	2	2	2	Crenarcheota	4.286780944	16.65	15.7
2	1	1	1	2	Crenarcheota	5.307361444	25.93333333	25.4
2	1	1	1	2	Crenarcheota	5.396632079	25.93333333	25.4
2	1	1	1	2	Crenarcheota	5.469013675	25.93333333	25.4
2	1	2	1	2	Crenarcheota	5.855048852	25.93333333	22.6
2	1	2	1	2	Crenarcheota	5.782667256	25.93333333	22.6
2	1	2	1	2	Crenarcheota	5.760952778	25.93333333	22.6
2	2	1	1	2	Crenarcheota	4.877897309	25.93333333	23.1
2	2	1	1	2	Crenarcheota	4.897199068	25.93333333	23.1
2	2	1	1	2	Crenarcheota	5.03954954	25.93333333	23.1
2	2	2	1	2	Crenarcheota	4.663165242	25.93333333	23.6
2	2	2	1	2	Crenarcheota	4.822404752	25.93333333	23.6
2	2	2	1	2	Crenarcheota	5.03954954	25.93333333	23.6
2	3	1	1	2	Crenarcheota	4.897199068	25.93333333	23.3
2	3	1	1	2	Crenarcheota	4.950278905	25.93333333	23.3
2	3	1	1	2	Crenarcheota	5.051613139	25.93333333	23.3
2	3	2	1	2	Crenarcheota	5.399044799	25.93333333	24.4
2	3	2	1	2	Crenarcheota	5.442473756	25.93333333	24.4
2	3	2	1	2	Crenarcheota	5.452124636	25.93333333	24.4
2	4	1	1	2	Crenarcheota	3.603981223	25.93333333	20.7
2	4	1	1	2	Crenarcheota	3.550901387	25.93333333	20.7
2	4	1	1	2	Crenarcheota	3.688426419	25.93333333	20.7
2	4	2	1	2	Crenarcheota	3.188993408	25.93333333	17.6
2	4	2	1	2	Crenarcheota	3.362709238	25.93333333	17.6
2	4	2	1	2	Crenarcheota	3.591917624	25.93333333	17.6
2	5	1	1	2	Crenarcheota	4.713832359	25.93333333	20.1
2	5	1	1	2	Crenarcheota	4.781388515	25.93333333	20.1
2	5	1	1	2	Crenarcheota	4.803102993	25.93333333	20.1
2	5	2	1	2	Crenarcheota	4.660752522	25.93333333	19.6
2	5	2	1	2	Crenarcheota	4.660752522	25.93333333	19.6
2	5	2	1	2	Crenarcheota	4.634212603	25.93333333	19.6
2	1	1	2	3	Crenarcheota	5.278408806	16.825	NA
2	1	1	2	3	Crenarcheota	5.341139522	16.825	NA
2	1	1	2	3	Crenarcheota	5.401457519	16.825	NA
2	1	2	2	3	Crenarcheota	5.099867536	16.825	NA
2	1	2	2	3	Crenarcheota	5.116756575	16.825	NA
2	1	2	2	3	Crenarcheota	5.102280256	16.825	NA
2	2	1	2	3	Crenarcheota	5.220503529	16.825	17.9
2	2	1	2	3	Crenarcheota	5.292885125	16.825	17.9
2	2	1	2	3	Crenarcheota	5.413521118	16.825	17.9
2	2	2	2	3	Crenarcheota	4.935802586	16.825	16.4
2	2	2	2	3	Crenarcheota	4.957517064	16.825	16.4
2	2	2	2	3	Crenarcheota	4.928564426	16.825	16.4
2	3	1	2	3	Crenarcheota	5.391806639	16.825	19.1
2	3	1	2	3	Crenarcheota	5.37733032	16.825	19.1
2	3	1	2	3	Crenarcheota	5.488315433	16.825	19.1
2	3	2	2	3	Crenarcheota	5.514855352	16.825	13.9
2	3	2	2	3	Crenarcheota	5.526918951	16.825	13.9
2	3	2	2	3	Crenarcheota	5.022660501	16.825	13.9
2	4	1	2	3	Crenarcheota	5.090216657	16.825	NA
2	4	1	2	3	Crenarcheota	5.157772813	16.825	NA
2	4	1	2	3	Crenarcheota	5.251868887	16.825	NA
2	4	2	2	3	Crenarcheota	5.403870238	16.825	NA
2	4	2	2	3	Crenarcheota	5.317012323	16.825	NA
2	4	2	2	3	Crenarcheota	5.215678089	16.825	NA
2	5	1	2	3	Crenarcheota	3.850078649	16.825	NA
2	5	1	2	3	Crenarcheota	3.770458894	16.825	NA
2	5	1	2	3	Crenarcheota	3.905571206	16.825	NA
2	5	2	2	3	Crenarcheota	4.023794479	16.825	NA
2	5	2	2	3	Crenarcheota	3.997254561	16.825	NA
2	5	2	2	3	Crenarcheota	4.067223436	16.825	NA
1	1	1	1	1	Chlamydia	NA	26.76666667	28.6
1	1	1	1	1	Chlamydia	NA	26.76666667	28.6
1	1	1	1	1	Chlamydia	NA	26.76666667	28.6
1	1	2	1	1	Chlamydia	5.528898221	26.76666667	25.4
1	1	2	1	1	Chlamydia	5.562642622	26.76666667	25.4
1	1	2	1	1	Chlamydia	5.559574949	26.76666667	25.4
1	2	1	1	1	Chlamydia	6.780508749	26.76666667	26.7
1	2	1	1	1	Chlamydia	6.884809626	26.76666667	26.7
1	2	1	1	1	Chlamydia	6.906283336	26.76666667	26.7
1	2	2	1	1	Chlamydia	6.952298429	26.76666667	27.5
1	2	2	1	1	Chlamydia	6.955366102	26.76666667	27.5
1	2	2	1	1	Chlamydia	6.967636794	26.76666667	27.5
1	3	1	1	1	Chlamydia	5.544236585	26.76666667	26.1
1	3	1	1	1	Chlamydia	5.599454697	26.76666667	26.1
1	3	1	1	1	Chlamydia	5.617860734	26.76666667	26.1
1	3	2	1	1	Chlamydia	5.504356838	26.76666667	28.8
1	3	2	1	1	Chlamydia	5.531965894	26.76666667	28.8
1	3	2	1	1	Chlamydia	5.504356838	26.76666667	28.8
1	4	1	1	1	Chlamydia	5.258943009	26.76666667	22.5
1	4	1	1	1	Chlamydia	5.308025775	26.76666667	22.5
1	4	1	1	1	Chlamydia	5.387785269	26.76666667	22.5
1	4	2	1	1	Chlamydia	6.262072035	26.76666667	22.3
1	4	2	1	1	Chlamydia	6.280478072	26.76666667	22.3
1	4	2	1	1	Chlamydia	6.305019455	26.76666667	22.3
1	5	1	1	1	Chlamydia	6.354102221	26.76666667	30
1	5	1	1	1	Chlamydia	6.424658697	26.76666667	30
1	5	1	1	1	Chlamydia	6.452267753	26.76666667	30
1	5	2	1	1	Chlamydia	6.418523351	26.76666667	30.1
1	5	2	1	1	Chlamydia	6.461470771	26.76666667	30.1
1	5	2	1	1	Chlamydia	6.439997061	26.76666667	30.1
1	1	1	2	2	Chlamydia	5.277349046	19.58333333	25.4
1	1	1	2	2	Chlamydia	5.295755083	19.58333333	25.4
1	1	1	2	2	Chlamydia	5.29268741	19.58333333	25.4
1	1	2	2	2	Chlamydia	5.188386533	19.58333333	24.3
1	1	2	2	2	Chlamydia	5.200657224	19.58333333	24.3
1	1	2	2	2	Chlamydia	5.105559366	19.58333333	24.3
1	2	1	2	2	Chlamydia	6.538162593	19.58333333	19.5
1	2	1	2	2	Chlamydia	6.550433284	19.58333333	19.5
1	2	1	2	2	Chlamydia	6.541230266	19.58333333	19.5
1	2	2	2	2	Chlamydia	6.605651396	19.58333333	20.9
1	2	2	2	2	Chlamydia	6.614854414	19.58333333	20.9
1	2	2	2	2	Chlamydia	6.541230266	19.58333333	20.9
1	3	1	2	2	Chlamydia	7.028990251	19.58333333	17.5
1	3	1	2	2	Chlamydia	7.007516541	19.58333333	17.5
1	3	1	2	2	Chlamydia	7.050463961	19.58333333	17.5
1	3	2	2	2	Chlamydia	6.866403589	19.58333333	20.9
1	3	2	2	2	Chlamydia	6.872538935	19.58333333	20.9
1	3	2	2	2	Chlamydia	6.798914786	19.58333333	20.9
1	4	1	2	2	Chlamydia	6.182312541	19.58333333	13.6
1	4	1	2	2	Chlamydia	6.197650905	19.58333333	13.6
1	4	1	2	2	Chlamydia	6.200718578	19.58333333	13.6
1	4	2	2	2	Chlamydia	5.998252169	19.58333333	14.3
1	4	2	2	2	Chlamydia	5.982913805	19.58333333	14.3
1	4	2	2	2	Chlamydia	5.976778459	19.58333333	14.3
1	5	1	2	2	Chlamydia	5.927695693	19.58333333	22
1	5	1	2	2	Chlamydia	5.927695693	19.58333333	22
1	5	1	2	2	Chlamydia	5.936898712	19.58333333	22
1	5	2	2	2	Chlamydia	5.866342236	19.58333333	20.9
1	5	2	2	2	Chlamydia	5.872477581	19.58333333	20.9
1	5	2	2	2	Chlamydia	5.749770667	19.58333333	20.9
1	1	1	1	2	Chlamydia	4.946040377	26.3	24.7
1	1	1	1	2	Chlamydia	5.019664525	26.3	24.7
1	1	1	1	2	Chlamydia	5.050341254	26.3	24.7
1	1	2	1	2	Chlamydia	4.967514087	26.3	23.4
1	1	2	1	2	Chlamydia	5.010461507	26.3	23.4
1	1	2	1	2	Chlamydia	4.982852451	26.3	23.4
1	2	1	1	2	Chlamydia	6.605651396	26.3	22
1	2	1	1	2	Chlamydia	6.722222965	26.3	22
1	2	1	1	2	Chlamydia	6.768238058	26.3	22
1	2	2	1	2	Chlamydia	6.832659188	26.3	27.3
1	2	2	1	2	Chlamydia	6.863335916	26.3	27.3
1	2	2	1	2	Chlamydia	6.866403589	26.3	27.3
1	3	1	1	2	Chlamydia	6.964569121	26.3	26.8
1	3	1	1	2	Chlamydia	7.053531634	26.3	26.8
1	3	1	1	2	Chlamydia	7.096479054	26.3	26.8
1	3	2	1	2	Chlamydia	7.01671956	26.3	25.1
1	3	2	1	2	Chlamydia	7.050463961	26.3	25.1
1	3	2	1	2	Chlamydia	7.013651887	26.3	25.1
1	4	1	1	2	Chlamydia	6.133229775	26.3	18.1
1	4	1	1	2	Chlamydia	6.203786251	26.3	18.1
1	4	1	1	2	Chlamydia	6.185380214	26.3	18.1
1	4	2	1	2	Chlamydia	6.277410399	26.3	17.6
1	4	2	1	2	Chlamydia	6.268207381	26.3	17.6
1	4	2	1	2	Chlamydia	6.280478072	26.3	17.6
